Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"1,153","1,279","1,324","1,357","1,456","1,507","1,221","1,249","1,207","1,328","1,314","1,345","1,393"
Expenses+,"1,063","1,155","1,201","1,223","1,352","1,382","1,100","1,024","1,088","1,218","1,173","1,192","1,236"
Operating Profit,91,124,123,134,104,124,121,225,119,110,141,152,158
OPM %,8%,10%,9%,10%,7%,8%,10%,18%,10%,8%,11%,11%,11%
Other Income+,9,4,8,9,20,12,198,-628,5,9,2,1,-41
Interest,41,34,31,24,29,55,71,52,48,57,32,26,23
Depreciation,42,32,14,15,19,22,29,27,27,27,30,30,29
Profit before tax,16,62,86,105,76,60,219,-482,48,35,81,99,64
Tax %,18%,21%,19%,11%,30%,20%,19%,-35%,4%,20%,17%,16%,
Net Profit+,14,49,69,94,53,48,178,-312,46,28,67,82,46
EPS in Rs,1.87,6.73,9.50,12.87,7.31,6.58,24.53,-42.86,6.39,3.80,9.19,11.34,6.30
Dividend Payout %,267%,0%,21%,0%,21%,0%,0%,0%,0%,0%,11%,13%,
