Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"2,125","2,321","2,128","2,302","2,424","2,707","2,761","3,092","3,433","3,694","3,916","4,213","4,314"
Expenses+,"1,770","1,929","1,723","1,880","1,960","2,208","2,204","2,481","2,864","3,119","3,201","3,376","3,439"
Operating Profit,355,392,404,422,464,499,558,611,569,575,715,837,875
OPM %,17%,17%,19%,18%,19%,18%,20%,20%,17%,16%,18%,20%,20%
Other Income+,21,26,30,52,21,37,3,-2,11,41,2,41,46
Interest,81,79,61,58,55,61,56,43,40,67,116,114,113
Depreciation,126,132,123,141,167,186,230,235,251,280,333,343,349
Profit before tax,169,206,251,274,263,289,275,331,289,268,268,422,459
Tax %,34%,30%,31%,29%,34%,32%,23%,26%,23%,14%,22%,14%,
Net Profit+,112,145,173,196,174,195,212,244,221,231,210,364,400
EPS in Rs,3.43,4.48,5.41,6.06,5.46,6.11,6.57,7.58,6.79,7.12,6.70,11.23,12.37
Dividend Payout %,18%,18%,20%,20%,22%,20%,50%,54%,63%,60%,66%,44%,
