Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,236,242,279,294,344,330,376,389,440,513,582,653,666
Expenses+,224,228,256,274,306,296,315,318,353,408,453,493,517
Operating Profit,12,14,23,20,38,34,60,71,87,104,129,161,149
OPM %,5%,6%,8%,7%,11%,10%,16%,18%,20%,20%,22%,25%,22%
Other Income+,66,1,1,18,1,1,-5,1,3,4,7,95,139
Interest,3,3,2,4,5,5,3,2,1,1,1,2,1
Depreciation,11,11,10,11,14,15,16,16,16,16,17,21,21
Profit before tax,65,1,12,23,20,15,36,54,73,92,118,233,267
Tax %,18%,0%,0%,10%,34%,28%,20%,25%,30%,26%,26%,21%,
Net Profit+,53,1,12,21,13,11,29,40,51,68,88,183,215
EPS in Rs,32.29,0.60,7.03,12.70,8.13,6.54,17.54,24.19,31.13,40.90,53.00,110.79,130.25
Dividend Payout %,6%,132%,23%,22%,30%,37%,23%,30%,31%,29%,30%,22%,
