Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,29,33,43,54,63,92,101,116,132,154,187,225,234
Expenses+,33,30,35,41,46,72,81,89,108,124,146,186,195
Operating Profit,-4,4,8,13,17,20,20,28,24,30,41,39,39
OPM %,-15%,10%,18%,24%,28%,22%,20%,24%,18%,20%,22%,17%,17%
Other Income+,33,8,7,4,3,4,8,23,6,4,3,33,33
Interest,2,2,2,1,1,2,1,1,1,1,2,2,1
Depreciation,26,13,12,12,12,15,16,22,12,12,15,16,17
Profit before tax,1,-4,1,4,7,7,12,27,16,21,27,54,54
Tax %,11%,-5%,-60%,-19%,14%,9%,7%,1%,1%,3%,3%,9%,
Net Profit+,1,-4,2,5,6,7,11,27,16,20,26,49,49
EPS in Rs,0.51,-3.17,1.35,3.82,4.72,5.17,8.53,20.21,12.01,14.95,18.46,32.87,33.86
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
