Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,279,308,292,353,406,503,591,"1,001","2,541","3,178","3,446","3,199","3,305"
Expenses+,246,272,257,306,344,426,479,862,"2,257","2,748","2,971","2,838","2,903"
Operating Profit,33,36,35,48,62,77,112,139,284,429,476,361,402
OPM %,12%,12%,12%,13%,15%,15%,19%,14%,11%,14%,14%,11%,12%
Other Income+,4,3,4,6,9,8,5,-10,7,30,20,-17,-8
Interest,1,1,1,1,1,1,3,10,25,67,95,103,124
Depreciation,9,10,8,8,10,11,21,50,133,122,150,144,146
Profit before tax,27,28,30,44,61,73,92,68,133,271,251,96,123
Tax %,30%,33%,33%,29%,30%,31%,23%,7%,44%,22%,32%,49%,
Net Profit+,19,19,20,31,43,51,71,64,75,210,171,49,62
EPS in Rs,4.34,4.30,4.58,7.09,9.72,11.52,16.20,16.73,19.37,36.37,39.03,11.78,14.94
Dividend Payout %,23%,23%,22%,19%,14%,13%,10%,10%,10%,6%,5%,17%,
