Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"12,810","6,933","7,144","9,279","11,638","13,557","12,951","12,188","32,733","35,697","38,562","39,312","40,090"
Expenses+,"11,800","6,564","6,571","8,113","10,294","12,392","11,819","10,764","27,642","32,111","34,052","34,844","35,381"
Operating Profit,"1,010",368,573,"1,166","1,343","1,165","1,132","1,424","5,090","3,586","4,511","4,469","4,709"
OPM %,8%,5%,8%,13%,12%,9%,9%,12%,16%,10%,12%,11%,12%
Other Income+,-374,"1,238",-14,63,62,45,44,148,171,236,515,438,302
Interest,"1,295",942,"1,030",788,566,637,586,480,344,325,554,612,613
Depreciation,728,411,316,325,320,352,425,403,759,724,879,956,976
Profit before tax,"-1,387",253,-788,116,520,222,165,690,"4,159","2,774","3,592","3,339","3,422"
Tax %,-1%,0%,-29%,28%,34%,35%,56%,39%,25%,25%,25%,25%,
Net Profit+,"-1,367",253,-556,83,346,145,73,419,"3,109","2,084","2,693","2,500","2,568"
EPS in Rs,-63.52,11.17,-24.05,2.04,7.16,2.97,1.46,8.60,58.59,25.68,32.95,30.41,31.21
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,10%,9%,10%,
