Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,152.25,102.30,87.55,112.11,159.83,92.31,72.60,67.15,78.83,61.72,59.39,57.47,64.51
Expenses+,136.36,91.57,82.07,103.39,155.83,88.58,67.28,62.54,88.69,55.53,56.14,51.26,58.50
Operating Profit,15.89,10.73,5.48,8.72,4.00,3.73,5.32,4.61,-9.86,6.19,3.25,6.21,6.01
OPM %,10.44%,10.49%,6.26%,7.78%,2.50%,4.04%,7.33%,6.87%,-12.51%,10.03%,5.47%,10.81%,9.32%
Other Income+,0.97,1.13,3.26,1.21,4.73,4.52,0.77,1.79,16.87,1.06,2.50,0.75,0.85
Interest,4.01,2.63,1.98,1.81,2.84,3.21,2.92,3.58,3.40,4.46,4.15,4.75,4.75
Depreciation,2.32,3.82,2.31,2.48,3.19,3.14,2.40,1.55,1.26,1.06,1.00,1.16,1.15
Profit before tax,10.53,5.41,4.45,5.64,2.70,1.90,0.77,1.27,2.35,1.73,0.60,1.05,0.96
Tax %,7.12%,-0.37%,17.30%,20.04%,24.44%,10.00%,18.18%,12.60%,-0.85%,19.65%,68.33%,13.33%,
Net Profit+,9.77,5.43,3.68,4.51,2.03,1.72,0.62,1.15,2.32,1.38,0.23,0.89,0.72
EPS in Rs,10.28,5.72,3.87,2.97,1.34,1.02,0.37,0.68,1.38,0.82,0.14,0.53,-0.52
Dividend Payout %,4.75%,8.55%,12.88%,16.83%,18.69%,0.00%,0.00%,14.66%,7.27%,0.00%,0.00%,0.00%,
