Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"1,863","2,056","3,166","3,105","3,131","3,935","4,606","5,393","5,306","5,653","6,229","6,672","7,083"
Expenses+,"1,506","1,653","2,159","2,490","2,488","3,061","3,383","3,913","4,432","4,970","5,296","5,664","5,955"
Operating Profit,358,403,"1,007",615,643,874,"1,223","1,480",874,682,932,"1,008","1,128"
OPM %,19%,20%,32%,20%,21%,22%,27%,27%,16%,12%,15%,15%,16%
Other Income+,4,4,7,2,7,9,-39,87,56,-2,28,56,39
Interest,10,4,5,5,3,18,27,16,18,50,56,79,95
Depreciation,40,44,72,83,105,115,157,183,287,275,273,279,289
Profit before tax,311,359,936,529,541,749,"1,000","1,368",625,355,632,707,784
Tax %,24%,21%,23%,23%,22%,21%,20%,19%,17%,4%,3%,18%,
Net Profit+,236,283,720,403,413,583,801,"1,146",521,342,616,582,632
EPS in Rs,12.49,15.01,38.20,21.39,21.89,31.00,43.97,58.33,26.50,17.40,31.33,29.68,32.27
Dividend Payout %,24%,23%,9%,19%,18%,18%,23%,24%,38%,46%,35%,37%,
