Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"2,201","2,356","2,531","2,784","2,919","3,341","3,305","2,491","3,052","4,551","3,447","3,183","3,077"
Expenses+,"1,767","1,828","1,901","2,103","2,313","2,582","2,576","1,886","2,322","3,048","2,596","2,306","2,275"
Operating Profit,434,528,629,681,607,759,729,605,730,"1,503",851,877,803
OPM %,20%,22%,25%,24%,21%,23%,22%,24%,24%,33%,25%,28%,26%
Other Income+,-26,-15,-3,37,38,16,16,18,211,119,270,88,96
Interest,183,171,165,137,127,127,120,74,51,39,27,17,12
Depreciation,82,85,82,86,110,117,131,111,87,94,102,112,111
Profit before tax,143,257,380,495,407,531,495,437,802,"1,489",991,836,776
Tax %,24%,29%,32%,23%,13%,34%,20%,25%,19%,23%,20%,25%,
Net Profit+,109,182,258,380,356,351,397,326,650,"1,142",794,624,570
EPS in Rs,10.85,18.19,25.78,38.04,36.59,35.77,41.75,34.33,68.14,119.41,82.94,65.18,59.39
Dividend Payout %,18%,12%,0%,13%,14%,14%,7%,16%,22%,15%,14%,18%,
