Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,338,380,378,440,403,437,390,321,436,472,666,667,661
Expenses+,304,342,342,404,373,407,361,292,396,418,601,607,605
Operating Profit,34,38,36,36,30,31,29,29,40,53,65,60,57
OPM %,10%,10%,10%,8%,7%,7%,7%,9%,9%,11%,10%,9%,9%
Other Income+,2,2,3,4,3,4,1,1,2,-1,1,1,1
Interest,17,14,14,15,14,18,18,17,14,19,33,32,31
Depreciation,15,20,14,16,17,16,13,12,12,11,18,18,18
Profit before tax,4,6,11,9,2,1,-1,1,16,23,15,11,8
Tax %,13%,-28%,35%,35%,41%,25%,-290%,-10%,28%,25%,25%,24%,
Net Profit+,3,7,7,6,1,1,2,1,11,17,11,8,6
EPS in Rs,3.26,6.99,6.92,5.75,1.00,0.85,1.61,1.32,11.15,16.43,10.91,7.93,6.14
Dividend Payout %,31%,17%,17%,21%,100%,0%,0%,0%,11%,9%,9%,10%,
