Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"1,360","1,861","2,837","2,252","2,411","3,774","5,603","5,788","7,208","7,956","8,650","6,769","6,024"
Expenses+,"1,184","1,581","2,214","1,647","1,648","2,768","4,275","4,366","5,674","6,356","6,645","4,703","4,559"
Operating Profit,176,280,622,605,763,"1,007","1,328","1,422","1,534","1,600","2,005","2,066","1,465"
OPM %,13%,15%,22%,27%,32%,27%,24%,25%,21%,20%,23%,31%,24%
Other Income+,11,12,12,39,24,47,182,107,87,81,82,172,494
Interest,61,93,257,310,309,348,439,426,425,470,660,852,848
Depreciation,40,60,213,242,262,346,351,363,390,253,177,195,185
Profit before tax,85,139,164,92,216,360,719,740,806,957,"1,249","1,192",925
Tax %,41%,34%,-27%,-28%,-12%,2%,24%,33%,28%,31%,27%,32%,
Net Profit+,51,91,209,118,243,351,550,497,580,658,909,815,672
EPS in Rs,2.77,4.59,8.13,4.61,9.47,13.70,21.43,19.39,22.62,25.67,35.45,31.79,26.18
Dividend Payout %,5%,7%,6%,11%,5%,4%,2%,3%,2%,2%,2%,2%,
