Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,531,455,407,400,372,322,335,544,597,552,596,640,671
Expenses+,393,366,326,349,333,289,295,490,535,492,537,577,609
Operating Profit,138,89,81,51,39,33,41,54,62,60,60,64,62
OPM %,26%,20%,20%,13%,11%,10%,12%,10%,10%,11%,10%,10%,9%
Other Income+,0,1,2,2,2,-3,-4,43,8,10,12,31,38
Interest,29,41,38,34,35,25,13,13,0,0,0,0,0
Depreciation,40,46,42,40,34,34,32,35,34,32,26,23,23
Profit before tax,69,3,4,-22,-28,-30,-8,49,36,38,45,72,78
Tax %,7%,-95%,52%,-21%,11%,-4%,24%,-27%,-12%,30%,36%,37%,
Net Profit+,64,5,2,-17,-31,-29,-10,62,41,27,28,45,54
EPS in Rs,56.20,4.51,1.49,-13.84,-24.87,-23.15,-8.10,50.05,30.46,19.88,21.31,33.90,40.18
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
