Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,1,2,1,1,1,2,4,11,23,50,128,199,218
Expenses+,1,2,1,1,1,2,6,10,18,37,71,125,138
Operating Profit,0,-0,0,-0,-0,0,-2,1,4,14,57,74,80
OPM %,16%,-0%,34%,-2%,-13%,17%,-50%,5%,19%,27%,44%,37%,37%
Other Income+,0,0,0,0,0,0,0,0,1,0,0,0,0
Interest,0,0,0,0,0,0,1,4,11,22,43,63,74
Depreciation,0,0,0,0,0,0,1,1,1,2,3,8,9
Profit before tax,0,-0,0,-0,-0,0,-3,-4,-7,-10,11,3,-3
Tax %,24%,17%,31%,0%,0%,-26%,4%,-23%,-43%,-32%,13%,58%,
Net Profit+,0,-0,0,-0,-0,0,-4,-3,-4,-7,9,1,-5
EPS in Rs,0.12,-0.04,0.11,-0.05,-0.13,0.12,-1.77,-1.48,-1.72,-2.73,3.00,0.38,-1.40
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
