Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,315.52,266.46,242.51,128.61,109.52,98.54,82.82,50.71,90.54,62.25,81.68,72.10,73.46
Expenses+,299.94,261.81,240.26,133.21,113.84,99.01,87.11,52.90,90.16,62.39,82.57,76.31,76.46
Operating Profit,15.58,4.65,2.25,-4.60,-4.32,-0.47,-4.29,-2.19,0.38,-0.14,-0.89,-4.21,-3.00
OPM %,4.94%,1.75%,0.93%,-3.58%,-3.94%,-0.48%,-5.18%,-4.32%,0.42%,-0.22%,-1.09%,-5.84%,-4.08%
Other Income+,1.20,6.40,4.55,3.58,5.31,-6.02,5.61,3.51,3.48,4.51,3.81,8.56,8.73
Interest,7.49,6.69,3.28,0.31,1.36,1.65,1.36,1.28,1.22,1.07,1.24,1.13,0.85
Depreciation,6.46,4.56,3.49,1.42,1.41,1.63,1.69,1.64,1.28,1.30,1.01,0.82,0.77
Profit before tax,2.83,-0.20,0.03,-2.75,-1.78,-9.77,-1.73,-1.60,1.36,2.00,0.67,2.40,4.11
Tax %,40.99%,-140.00%,-400.00%,-24.36%,5.06%,-19.34%,-17.34%,-19.38%,25.74%,21.00%,53.73%,28.75%,
Net Profit+,1.67,0.08,0.16,-2.08,-1.88,-7.87,-1.43,-1.30,1.01,1.58,0.30,1.71,2.97
EPS in Rs,3.09,0.15,0.30,-3.85,-3.48,-14.58,-2.65,-2.41,1.87,2.93,0.56,3.17,5.50
Dividend Payout %,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,
