Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,232,290,325,326,401,422,370,213,336,501,456,341,341
Expenses+,208,257,284,286,354,372,342,232,309,448,426,344,335
Operating Profit,24,34,41,40,48,51,28,-19,27,53,30,-3,6
OPM %,10%,12%,13%,12%,12%,12%,8%,-9%,8%,11%,7%,-1%,2%
Other Income+,0,1,5,5,2,3,4,11,7,-0,4,5,5
Interest,10,9,7,9,7,8,21,24,19,19,22,25,20
Depreciation,2,3,2,3,4,6,23,23,23,23,22,18,17
Profit before tax,12,23,37,33,39,40,-12,-54,-8,10,-10,-41,-26
Tax %,21%,21%,11%,31%,35%,35%,-10%,-43%,-72%,32%,47%,4%,
Net Profit+,10,18,33,23,25,26,-10,-31,-2,7,-15,-43,-34
EPS in Rs,3.47,5.01,8.99,6.02,6.71,6.78,-2.73,-7.48,-0.54,1.60,-3.37,-9.33,-7.36
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
