Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,136,150,95,83,75,92,58,52,103,115,138,190,196
Expenses+,83,98,59,41,48,64,39,39,97,93,114,159,167
Operating Profit,53,53,36,41,27,28,19,13,6,22,25,32,29
OPM %,39%,35%,38%,50%,36%,30%,33%,25%,6%,19%,18%,17%,15%
Other Income+,1,1,1,1,1,1,3,1,0,1,1,2,3
Interest,22,24,21,21,20,22,27,28,26,20,13,20,22
Depreciation,3,3,2,3,2,2,2,1,2,2,2,3,3
Profit before tax,28,26,14,19,7,5,-7,-15,-21,1,10,10,6
Tax %,40%,36%,20%,16%,15%,44%,-13%,-24%,-18%,136%,35%,54%,
Net Profit+,17,17,11,16,6,3,-6,-12,-17,-0,7,5,2
EPS in Rs,2.76,2.76,1.81,2.59,0.95,0.47,-0.95,-1.90,-2.79,-0.06,1.11,0.64,0.26
Dividend Payout %,24%,24%,37%,5%,14%,28%,0%,0%,0%,0%,18%,31%,
