Metric,Mar 2011,Mar 2012,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Revenue+,0,6,408,981,"1,543","2,112","2,645","3,194","3,460","4,162","5,486","6,312","6,522"
Interest,0,2,159,460,684,964,"1,150","1,396","1,421","1,617","2,407","3,060","3,315"
Expenses+,0,17,230,561,964,"1,015","1,304","1,628","2,123","2,361","2,681","3,816","4,313"
Financing Profit,-0,-13,19,-40,-105,133,191,170,-84,184,399,-564,"-1,105"
Financing Margin %,"-1,100%",-208%,5%,-4%,-7%,6%,7%,5%,-2%,4%,7%,-9%,-17%
Other Income+,0,0,71,233,241,283,282,418,538,670,799,911,984
Depreciation,0,0,5,32,88,92,96,76,75,85,134,148,0
Profit before tax,-0,-13,85,161,49,324,377,511,378,769,"1,063",199,-121
Tax %,0%,0%,0%,36%,34%,35%,35%,25%,26%,25%,25%,26%,
Net Profit+,-0,-13,85,104,32,211,244,384,281,574,799,147,-91
EPS in Rs,-3.96,-2.13,2.01,1.04,0.32,2.09,2.31,3.37,2.24,5.16,7.04,1.29,-0.80
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,19%,14%,78%,
