Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,240,266,314,366,499,581,600,513,802,"1,040","1,353","1,439","1,442"
Expenses+,204,230,268,318,434,519,544,477,776,996,"1,289","1,340","1,360"
Operating Profit,36,36,46,48,65,62,56,36,25,44,65,99,83
OPM %,15%,13%,15%,13%,13%,11%,9%,7%,3%,4%,5%,7%,6%
Other Income+,6,10,5,4,6,9,8,11,14,24,49,13,18
Interest,17,17,20,17,19,24,23,19,20,17,19,17,13
Depreciation,8,7,5,5,7,6,7,6,8,9,11,10,9
Profit before tax,18,21,26,30,45,40,34,22,11,42,84,86,78
Tax %,23%,22%,27%,25%,74%,42%,46%,30%,52%,31%,32%,24%,
Net Profit+,14,17,19,23,12,23,18,16,5,29,57,65,60
EPS in Rs,3.86,4.58,5.30,6.30,3.21,6.47,5.02,4.10,1.46,7.80,15.08,13.17,12.17
Dividend Payout %,8%,7%,6%,5%,10%,0%,0%,0%,0%,0%,0%,0%,
