Metric,Mar 2011,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,1,10,21,29,36,34,25,35,52,66,94,164,159
Expenses+,1,5,8,13,18,23,26,25,29,33,47,67,79
Operating Profit,-0,5,13,17,18,11,-1,10,23,33,48,97,80
OPM %,-2%,47%,61%,57%,50%,32%,-5%,29%,44%,50%,51%,59%,50%
Other Income+,0,0,0,0,0,0,2,1,0,1,2,39,54
Interest,0,0,1,1,0,0,0,0,0,0,4,13,12
Depreciation,0,3,9,10,10,9,10,12,18,20,16,60,77
Profit before tax,-0,1,3,6,8,2,-9,-1,5,13,30,63,45
Tax %,0%,34%,33%,31%,29%,29%,0%,0%,-22%,25%,28%,24%,
Net Profit+,-0,1,2,4,6,2,-9,-1,6,10,22,47,35
EPS in Rs,-0.40,31.23,82.13,165.37,5.01,1.21,-6.54,-0.86,4.46,6.85,15.11,23.78,18.43
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
