Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,608,616,640,668,858,940,935,"1,308","2,314","2,346","1,631","1,389","1,371"
Expenses+,517,515,514,519,676,747,754,935,"1,691","1,736","1,308","1,157","1,150"
Operating Profit,91,102,127,149,182,193,181,373,623,609,324,232,221
OPM %,15%,17%,20%,22%,21%,21%,19%,29%,27%,26%,20%,17%,16%
Other Income+,3,4,3,9,12,4,5,6,15,15,30,33,34
Interest,32,35,22,13,9,13,23,18,17,12,6,4,3
Depreciation,16,20,19,20,19,20,32,34,42,46,45,48,51
Profit before tax,46,51,88,126,166,165,131,327,578,567,302,213,201
Tax %,27%,35%,34%,34%,32%,29%,26%,25%,28%,28%,23%,26%,
Net Profit+,34,33,58,82,113,117,97,243,418,406,232,159,150
EPS in Rs,10.34,10.25,17.78,25.42,34.93,36.27,32.34,73.51,113.71,100.47,63.22,48.62,46.98
Dividend Payout %,10%,12%,11%,9%,7%,8%,10%,5%,5%,10%,17%,23%,
