Metric,Mar 2008,Mar 2009,Mar 2010,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2024,Mar 2025,TTM
Sales+,528,693,860,"1,521","2,004","2,563","3,153","2,778","2,235","1,131",343,"1,115","1,193"
Expenses+,461,604,743,"1,335","1,781","2,331","2,871","2,715","2,242","1,778",301,"1,049","1,120"
Operating Profit,66,90,117,185,224,232,282,63,-8,-647,43,67,74
OPM %,13%,13%,14%,12%,11%,9%,9%,2%,-0%,-57%,12%,6%,6%
Other Income+,2,2,1,1,3,15,8,-15,15,125,0,1,1
Interest,15,22,24,27,53,92,123,177,235,191,7,13,14
Depreciation,3,5,7,20,25,34,36,51,58,94,20,20,23
Profit before tax,51,64,87,140,149,121,131,-179,-286,-808,17,34,38
Tax %,10%,12%,29%,21%,16%,14%,15%,3%,-5%,-2%,-1%,-0%,
Net Profit+,46,56,62,110,126,104,111,-184,-273,-805,17,34,38
EPS in Rs,1.46,,,2.23,2.53,2.10,2.05,-3.42,-4.79,-2.98,0.32,0.65,0.73
Dividend Payout %,0%,4%,9%,10%,12%,4%,0%,0%,0%,0%,0%,0%,
