Metric,Mar 2013,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,132,7,38,41,51,34,46,117,128,148,116,86,80
Expenses+,111,12,62,53,59,44,50,112,126,145,117,91,87
Operating Profit,21,-5,-24,-12,-8,-10,-4,5,1,3,-1,-6,-7
OPM %,16%,-73%,-62%,-30%,-16%,-30%,-10%,4%,1%,2%,-1%,-7%,-9%
Other Income+,-1,7,3,1,3,-0,2,2,1,3,4,4,4
Interest,2,0,0,0,0,0,1,3,4,5,7,6,5
Depreciation,2,0,1,1,1,1,1,1,1,1,2,1,1
Profit before tax,16,1,-21,-12,-6,-11,-5,3,-2,-0,-5,-9,-10
Tax %,28%,1%,0%,6%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,20%,
Net Profit+,12,1,-22,-13,-6,-11,-5,3,-2,-0,-5,-10,-12
EPS in Rs,5.91,0.64,-20.40,-13.72,-5.62,-10.58,-4.79,2.58,-1.76,-0.03,-2.80,-6.34,-7.26
Dividend Payout %,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,
