Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,764,697,754,964,"1,403",866,"1,130",692,"1,117","1,488","1,371","1,717","1,459"
Expenses+,543,492,555,726,"1,100",619,896,629,931,"1,301","1,354","1,542","1,337"
Operating Profit,221,204,198,238,303,247,234,62,186,188,18,176,122
OPM %,29%,29%,26%,25%,22%,29%,21%,9%,17%,13%,1%,10%,8%
Other Income+,15,12,17,10,14,11,47,17,12,33,23,51,54
Interest,46,44,84,86,99,92,80,70,50,41,98,42,30
Depreciation,7,10,15,15,15,15,17,12,10,12,14,14,14
Profit before tax,183,162,116,147,203,151,184,-3,138,168,-71,171,132
Tax %,36%,37%,46%,42%,24%,34%,46%,22%,37%,33%,-5%,36%,
Net Profit+,117,102,62,85,154,99,100,-5,85,113,-67,109,86
EPS in Rs,12.15,8.62,7.77,11.51,16.03,9.95,9.55,-0.73,10.45,13.69,-9.12,14.02,11.28
Dividend Payout %,25%,23%,19%,14%,12%,24%,-0%,-0%,19%,29%,-44%,-0%,
