Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"2,516","3,016","2,953","2,713","3,436","3,689","2,923","2,726","4,643","5,568","5,175","4,890","4,761"
Expenses+,"2,329","2,643","2,593","2,351","3,216","3,542","2,848","3,228","4,404","5,739","4,882","4,605","4,500"
Operating Profit,188,373,360,361,220,148,75,-502,239,-172,293,285,261
OPM %,7%,12%,12%,13%,6%,4%,3%,-18%,5%,-3%,6%,6%,5%
Other Income+,16,-7,12,45,"1,331",79,68,748,119,573,15,14,49
Interest,254,276,293,294,473,327,364,332,161,177,131,130,132
Depreciation,68,76,77,72,158,58,75,69,45,52,50,51,54
Profit before tax,-118,13,2,42,920,-158,-296,-155,151,172,127,118,124
Tax %,-28%,12%,280%,127%,11%,-27%,-19%,32%,-17%,0%,18%,36%,
Net Profit+,-84,12,-6,-11,821,-115,-240,-204,176,172,104,76,81
EPS in Rs,-5.98,0.79,-0.53,-0.80,58.06,-8.17,-16.96,-14.41,12.47,11.89,7.19,5.25,5.57
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,-7%,12%,17%,28%,38%,
