Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"1,052",950,701,889,"1,049","1,245","1,225","1,145","1,806","2,150","1,669","1,827","1,828"
Expenses+,"1,053",976,704,821,956,"1,154","1,132",975,"1,558","2,023","1,597","1,763","1,729"
Operating Profit,-1,-26,-4,68,93,92,93,170,248,128,72,64,99
OPM %,-0%,-3%,-1%,8%,9%,7%,8%,15%,14%,6%,4%,4%,5%
Other Income+,15,13,73,28,15,10,17,35,18,25,23,46,38
Interest,32,20,15,34,7,7,9,7,6,7,7,6,6
Depreciation,30,21,18,16,22,20,22,23,24,21,23,25,25
Profit before tax,-49,-54,37,46,79,75,79,175,236,124,65,79,106
Tax %,-38%,-34%,0%,71%,32%,23%,20%,28%,26%,24%,23%,26%,
Net Profit+,-35,-43,37,13,53,57,63,126,175,94,50,58,79
EPS in Rs,-3.90,-4.74,4.10,1.49,5.93,6.34,7.03,14.03,19.49,10.47,5.56,6.49,8.73
Dividend Payout %,0%,0%,0%,0%,8%,16%,21%,18%,15%,14%,22%,18%,
