Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,339,625,"2,596","1,391","2,054","1,924","1,774","1,560","3,260","3,231","3,364","3,284","3,145"
Expenses+,296,600,"1,643",678,"1,499","1,372","1,266",920,"2,457","2,493","2,718","2,699","2,695"
Operating Profit,43,26,953,712,555,551,508,640,803,738,646,585,451
OPM %,13%,4%,37%,51%,27%,29%,29%,41%,25%,23%,19%,18%,14%
Other Income+,59,61,81,155,148,"-1,155","2,878","1,074",-28,328,"10,976",357,372
Interest,132,546,"1,204","1,238","1,954","2,304","2,805","2,241","2,342","2,512","2,363",479,495
Depreciation,67,190,236,254,400,420,417,416,414,404,382,241,242
Profit before tax,-97,-649,-406,-624,"-1,650","-3,328",165,-942,"-1,981","-1,849","8,876",222,86
Tax %,5%,2%,6%,1%,1%,0%,0%,0%,0%,1%,-0%,0%,
Net Profit+,-101,-664,-432,-631,"-1,663","-3,328",165,-942,"-1,981","-1,870","8,897",222,86
EPS in Rs,-0.38,-2.25,-1.46,-2.13,-5.63,-11.24,0.33,-1.75,-3.69,-3.48,16.57,0.41,0.16
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
