Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,798,923,"1,416","1,114","1,265","2,582","2,238","2,053","2,694","4,193","4,496","5,286","5,328"
Expenses+,364,409,740,543,589,"1,427","1,189","1,052","1,512","2,081","2,066","2,183","2,313"
Operating Profit,435,514,676,571,676,"1,156","1,048","1,001","1,182","2,112","2,430","3,103","3,015"
OPM %,54%,56%,48%,51%,53%,45%,47%,49%,44%,50%,54%,59%,57%
Other Income+,57,17,43,50,29,86,54,41,297,321,312,196,286
Interest,0,2,7,6,7,19,88,76,86,169,218,265,301
Depreciation,27,40,49,50,49,44,45,41,40,40,48,88,112
Profit before tax,464,489,663,565,650,"1,178",969,924,"1,354","2,224","2,476","2,945","2,887"
Tax %,33%,35%,35%,33%,29%,31%,29%,20%,23%,14%,22%,24%,
Net Profit+,311,317,436,379,459,817,689,739,"1,047","1,905","1,927","2,226","2,233"
EPS in Rs,9.48,9.66,12.84,11.15,13.51,22.47,18.96,20.33,28.80,52.38,52.99,61.21,61.42
Dividend Payout %,21%,21%,16%,18%,15%,9%,0%,0%,10%,8%,15%,13%,
