Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"8,089","12,103","13,772","14,910","16,463","19,564","23,099","24,775","23,455","24,855","29,002","31,724","32,514"
Expenses+,"5,951","9,524","10,579","11,469","12,691","15,612","18,249","19,497","19,060","21,148","23,176","25,173","25,896"
Operating Profit,"2,137","2,579","3,193","3,441","3,772","3,952","4,849","5,278","4,396","3,707","5,826","6,551","6,619"
OPM %,26%,21%,23%,23%,23%,20%,21%,21%,19%,15%,20%,21%,20%
Other Income+,18,81,200,115,105,70,166,"3,195",152,291,366,622,523
Interest,310,160,257,67,78,263,305,74,49,140,290,457,426
Depreciation,313,333,392,428,558,668,967,"1,055","1,127","1,245","1,522","1,649","1,698"
Profit before tax,"1,533","2,168","2,744","3,061","3,241","3,091","3,743","7,344","3,373","2,612","4,380","5,066","5,018"
Tax %,24%,28%,26%,25%,25%,24%,24%,27%,22%,26%,28%,31%,
Net Profit+,"1,169","1,571","2,024","2,301","2,423","2,364","2,844","5,334","2,647","1,928","3,169","3,484","3,421"
EPS in Rs,20.12,26.98,34.61,39.29,41.36,40.36,48.56,91.05,45.20,32.90,54.15,59.49,58.42
Dividend Payout %,7%,8%,7%,6%,6%,6%,6%,4%,20%,23%,8%,0%,
