Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,49,38,150,115,60,35,30,31,43,37,30,33,36
Expenses+,15,10,139,106,40,20,18,15,12,13,14,17,18
Operating Profit,34,27,11,9,20,15,12,17,31,25,16,16,18
OPM %,69%,73%,7%,8%,33%,44%,41%,53%,71%,66%,54%,49%,50%
Other Income+,6,8,5,37,2,4,2,2,3,5,2,-74,-74
Interest,42,37,20,30,21,20,18,19,15,14,10,10,10
Depreciation,10,12,11,11,12,11,10,10,10,10,10,10,10
Profit before tax,-12,-13,-15,5,-10,-12,-14,-10,8,5,-2,-78,-76
Tax %,-17%,4%,3%,22%,29%,-40%,-69%,-38%,-21%,20%,-3%,24%,
Net Profit+,-10,-14,-15,4,-13,-7,-4,-6,10,4,-2,-97,-95
EPS in Rs,-3.74,-5.07,-3.18,0.98,-2.45,-1.17,-0.64,-1.01,2.01,0.89,-0.46,-20.48,-20.03
Dividend Payout %,-13%,-10%,-16%,51%,-20%,-43%,-78%,0%,0%,0%,0%,0%,
