Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"1,191","1,421","1,272","1,299","1,379","1,443","1,692","1,819","2,193","3,153","3,827","4,911","5,782"
Expenses+,"1,177","1,418","1,228","1,251","1,320","1,373","1,594","1,672","2,107","3,000","3,614","4,692","5,449"
Operating Profit,15,3,43,48,59,71,98,147,86,153,212,219,333
OPM %,1%,0%,3%,4%,4%,5%,6%,8%,4%,5%,6%,4%,6%
Other Income+,5,2,3,1,2,3,3,2,2,3,5,6,0
Interest,35,29,24,21,19,20,21,23,26,35,36,41,53
Depreciation,6,8,8,9,8,8,10,9,10,13,16,24,31
Profit before tax,-21,-33,14,19,34,46,69,117,52,108,165,160,250
Tax %,-39%,-32%,26%,28%,33%,34%,34%,26%,26%,26%,25%,26%,
Net Profit+,-13,-22,11,14,23,30,46,87,39,80,123,119,184
EPS in Rs,-4.05,-7.19,3.40,4.51,7.38,9.76,14.73,27.93,12.44,25.72,39.63,38.19,59.13
Dividend Payout %,-11%,-6%,13%,20%,21%,23%,15%,16%,36%,21%,22%,33%,
