Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,404,431,397,431,513,843,"1,767","1,867","2,009","2,255","2,328","2,709","2,886"
Expenses+,319,331,305,331,387,658,"1,446","1,522","1,664","1,918","2,020","2,329","2,503"
Operating Profit,85,100,91,99,125,185,321,344,345,337,308,380,383
OPM %,21%,23%,23%,23%,24%,22%,18%,18%,17%,15%,13%,14%,13%
Other Income+,19,28,32,32,35,28,-33,-123,10,-5,-0,19,-25
Interest,0,0,0,1,2,30,140,84,26,16,24,12,26
Depreciation,0,8,7,7,9,13,26,25,24,25,24,28,54
Profit before tax,104,120,117,124,150,171,121,112,306,291,260,359,278
Tax %,5%,7%,10%,10%,9%,-0%,-17%,-6%,-1%,-7%,-3%,3%,
Net Profit+,98,111,105,111,137,171,142,119,309,310,267,347,253
EPS in Rs,4.94,5.58,5.28,5.58,6.85,5.87,4.92,3.73,9.71,9.75,8.39,10.90,7.96
Dividend Payout %,24%,22%,25%,23%,23%,17%,20%,27%,10%,10%,12%,11%,
