Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,30,31,33,36,39,41,85,91,115,148,170,151,148
Expenses+,24,25,27,30,33,34,53,50,57,75,91,81,84
Operating Profit,6,7,6,6,6,7,32,40,58,74,79,70,64
OPM %,21%,21%,19%,17%,16%,18%,37%,45%,51%,50%,46%,46%,43%
Other Income+,0,-0,0,0,0,2,2,3,4,7,4,2,2
Interest,1,0,0,0,0,0,1,1,1,0,0,0,0
Depreciation,1,1,1,1,1,1,1,2,2,3,4,5,6
Profit before tax,5,5,5,5,5,8,31,41,59,77,79,66,60
Tax %,0%,0%,0%,10%,20%,22%,24%,26%,26%,25%,25%,26%,
Net Profit+,5,5,5,4,4,6,24,30,44,58,59,49,45
EPS in Rs,0.42,0.42,0.42,0.40,0.36,0.59,2.17,2.77,4.00,5.32,5.43,4.48,4.09
Dividend Payout %,0%,0%,0%,0%,0%,0%,10%,0%,37%,14%,12%,15%,
