Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,40,47,53,65,74,89,101,83,98,147,161,146,140
Expenses+,33,37,46,56,64,70,81,68,78,105,119,126,127
Operating Profit,7,10,7,9,10,19,20,15,20,42,42,20,13
OPM %,18%,21%,13%,14%,14%,21%,20%,18%,20%,29%,26%,14%,9%
Other Income+,-0,1,4,3,0,2,1,5,3,2,2,4,5
Interest,1,1,1,1,1,1,1,1,0,1,1,1,1
Depreciation,3,2,2,3,3,4,6,5,4,5,6,7,6
Profit before tax,3,7,8,9,7,17,14,14,18,39,37,16,10
Tax %,37%,25%,25%,28%,16%,28%,22%,29%,26%,25%,25%,25%,
Net Profit+,2,5,6,6,6,12,11,10,13,29,28,12,8
EPS in Rs,0.89,2.23,2.17,2.28,2.01,4.28,3.85,3.57,4.71,10.36,9.81,4.26,2.68
Dividend Payout %,41%,32%,37%,26%,35%,33%,39%,39%,42%,29%,20%,23%,
