Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,313,318,326,329,334,357,357,261,296,341,369,368,360
Expenses+,291,295,302,301,309,334,329,231,269,303,329,336,333
Operating Profit,23,23,24,27,25,23,28,30,27,38,40,32,27
OPM %,7%,7%,7%,8%,7%,7%,8%,11%,9%,11%,11%,9%,8%
Other Income+,1,3,4,4,7,4,4,4,5,6,7,7,6
Interest,2,1,1,1,1,1,1,0,1,0,0,1,1
Depreciation,3,3,3,3,3,3,3,2,2,6,7,8,8
Profit before tax,19,22,25,28,28,24,29,31,29,37,39,30,24
Tax %,30%,26%,27%,28%,33%,30%,26%,24%,26%,26%,26%,25%,
Net Profit+,13,16,18,20,19,17,21,24,21,27,29,23,18
EPS in Rs,12.70,15.37,17.29,19.10,18.01,15.59,20.03,22.30,20.03,25.77,27.16,21.51,16.83
Dividend Payout %,18%,16%,14%,18%,19%,19%,-0%,11%,12%,14%,15%,19%,
