Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,58.67,80.39,101.49,164.52,181.12,134.40,100.35,101.49,138.46,100.97,117.79,75.21,75.51
Expenses+,49.81,67.55,87.92,145.56,150.23,118.46,85.96,135.35,124.20,95.85,115.48,68.60,65.00
Operating Profit,8.86,12.84,13.57,18.96,30.89,15.94,14.39,-33.86,14.26,5.12,2.31,6.61,10.51
OPM %,15.10%,15.97%,13.37%,11.52%,17.05%,11.86%,14.34%,-33.36%,10.30%,5.07%,1.96%,8.79%,13.92%
Other Income+,0.58,0.51,0.77,3.94,2.99,5.86,3.06,0.08,10.85,1.09,-0.57,0.29,0.28
Interest,3.98,4.27,3.80,5.15,8.97,8.23,7.68,6.18,5.95,4.33,4.96,4.26,4.01
Depreciation,4.92,6.05,5.68,9.72,14.01,13.04,10.88,9.25,8.42,13.45,12.71,8.11,7.80
Profit before tax,0.54,3.03,4.86,8.03,10.90,0.53,-1.11,-49.21,10.74,-11.57,-15.93,-5.47,-1.02
Tax %,40.74%,33.00%,33.95%,18.18%,35.87%,35.85%,68.47%,-1.12%,-7.91%,2.25%,4.14%,-8.04%,
Net Profit+,0.32,2.03,3.20,6.57,7.00,0.33,-1.87,-48.66,11.58,-11.83,-16.58,-5.03,-0.65
EPS in Rs,0.46,2.91,3.21,4.89,3.65,0.17,-0.97,-25.36,6.03,-6.16,-8.21,-2.49,-0.32
Dividend Payout %,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,
