Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"1,420","1,335","1,300","1,155","1,018",601,215,265,98,82,95,86,79
Expenses+,"1,273","1,332","1,183","1,214",996,787,215,239,101,71,80,82,78
Operating Profit,147,3,118,-59,22,-186,-1,27,-2,11,15,4,1
OPM %,10%,0%,9%,-5%,2%,-31%,-0%,10%,-2%,14%,16%,5%,1%
Other Income+,-13,4,-21,3,3,-84,-157,13,5,8,1,389,390
Interest,95,105,104,98,88,27,7,5,1,18,18,17,13
Depreciation,14,20,15,20,17,15,12,10,8,7,6,6,6
Profit before tax,25,-119,-22,-174,-80,-312,-177,25,-6,-5,-9,371,371
Tax %,6%,-21%,7%,-41%,1%,34%,4%,2%,14%,-15%,-49%,2%,
Net Profit+,23,-94,-24,-102,-80,-417,-184,24,-6,-4,-5,365,365
EPS in Rs,6.56,-26.79,-6.79,-29.03,-22.80,-112.59,-49.56,6.54,-1.70,-1.12,-1.23,98.39,98.52
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
