Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"2,384","2,762","4,206","5,227","7,891","9,403","9,701","10,166","9,564","10,630","12,012","11,317","10,803"
Expenses+,"1,859","2,075","3,225","4,067","6,420","7,638","7,631","8,032","8,788","9,673","10,590","9,158","8,610"
Operating Profit,524,687,981,"1,160","1,472","1,765","2,070","2,133",776,957,"1,421","2,159","2,193"
OPM %,22%,25%,23%,22%,19%,19%,21%,21%,8%,9%,12%,19%,20%
Other Income+,18,7,16,12,41,46,105,70,-22,447,462,417,791
Interest,201,354,519,555,590,872,"1,136","1,174","1,057",901,"1,013","1,249","1,449"
Depreciation,100,206,200,245,292,362,470,443,400,398,379,346,337
Profit before tax,242,133,277,372,631,577,569,586,-704,103,492,981,"1,198"
Tax %,23%,34%,17%,4%,10%,6%,29%,29%,-22%,101%,59%,14%,
Net Profit+,186,88,230,358,578,547,405,437,-550,-1,201,840,972
EPS in Rs,52.70,7.48,19.62,26.15,42.23,40.38,26.16,19.49,-37.54,0.06,13.27,43.83,49.75
Dividend Payout %,1%,1%,0%,4%,2%,2%,4%,5%,-0%,157%,8%,2%,
