Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,195,202,232,217,210,184,202,231,395,354,382,406,380
Expenses+,171,184,194,184,184,181,166,181,299,287,330,356,375
Operating Profit,24,18,38,33,25,2,36,49,96,67,52,49,5
OPM %,12%,9%,16%,15%,12%,1%,18%,21%,24%,19%,13%,12%,1%
Other Income+,5,13,3,4,6,5,12,13,18,25,24,11,9
Interest,16,15,12,12,12,12,13,13,9,10,9,10,10
Depreciation,9,11,12,7,7,8,8,9,9,10,12,10,10
Profit before tax,4,5,17,18,11,-13,27,41,95,73,53,40,-6
Tax %,32%,-20%,11%,9%,1%,-15%,8%,14%,23%,22%,19%,25%,
Net Profit+,3,6,16,16,11,-11,25,36,73,57,44,30,-9
EPS in Rs,0.32,0.73,1.91,1.77,1.23,-1.17,2.70,3.88,7.92,6.18,4.73,3.24,-0.98
Dividend Payout %,28%,25%,9%,0%,0%,0%,6%,11%,6%,8%,11%,15%,
