Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,13.23,13.09,12.28,12.10,10.23,10.34,14.16,11.02,11.49,19.28,20.19,21.79,29.72
Expenses+,12.87,12.80,11.99,11.83,8.94,7.40,9.11,9.42,8.36,15.73,15.90,18.18,26.28
Operating Profit,0.36,0.29,0.29,0.27,1.29,2.94,5.05,1.60,3.13,3.55,4.29,3.61,3.44
OPM %,2.72%,2.22%,2.36%,2.23%,12.61%,28.43%,35.66%,14.52%,27.24%,18.41%,21.25%,16.57%,11.57%
Other Income+,0.00,0.09,0.05,0.07,0.17,0.14,0.09,0.11,0.18,0.51,0.89,1.57,1.69
Interest,0.06,0.08,0.09,0.10,0.04,0.08,0.06,0.03,0.02,0.01,0.02,0.01,0.00
Depreciation,0.08,0.10,0.04,0.05,0.05,0.14,0.14,0.13,0.10,0.21,0.86,0.47,0.41
Profit before tax,0.22,0.20,0.21,0.19,1.37,2.86,4.94,1.55,3.19,3.84,4.30,4.70,4.72
Tax %,31.82%,30.00%,33.33%,31.58%,27.74%,27.97%,25.30%,26.45%,26.65%,25.26%,25.12%,25.32%,
Net Profit+,0.15,0.14,0.14,0.13,1.00,2.06,3.69,1.14,2.34,2.87,3.21,3.51,3.52
EPS in Rs,1.88,1.75,1.75,1.62,12.50,25.75,46.12,0.89,1.83,2.24,2.50,2.74,2.74
Dividend Payout %,18.67%,20.00%,20.00%,21.54%,16.80%,8.16%,4.55%,37.50%,18.27%,22.35%,19.98%,54.83%,
