Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,243,286,302,300,318,315,286,333,342,278,292,280,276
Expenses+,157,194,200,210,198,187,195,192,235,276,274,286,289
Operating Profit,85,92,102,90,120,128,92,141,107,2,18,-7,-13
OPM %,35%,32%,34%,30%,38%,41%,32%,42%,31%,1%,6%,-2%,-5%
Other Income+,11,8,10,25,30,33,31,24,19,22,21,21,21
Interest,0,0,0,0,0,0,0,0,0,0,0,0,0
Depreciation,11,20,24,31,27,24,22,19,17,16,13,13,13
Profit before tax,86,80,88,84,123,137,101,146,109,8,26,1,-6
Tax %,32%,33%,34%,37%,33%,33%,27%,27%,23%,20%,8%,-404%,
Net Profit+,58,54,58,53,83,92,74,107,83,6,24,5,-1
EPS in Rs,9.56,8.81,8.27,7.59,11.79,13.01,11.59,16.66,14.34,1.21,4.53,0.93,-0.14
Dividend Payout %,78%,85%,30%,33%,25%,15%,35%,24%,31%,207%,66%,0%,
