Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,819,"1,010",939,"1,792","1,521","1,646","1,624","1,241","1,520","1,543","1,389","1,491","1,435"
Expenses+,747,900,842,"1,586","1,370","1,459","1,433","1,116","1,364","1,400","1,206","1,296","1,273"
Operating Profit,72,110,97,206,152,186,190,125,157,143,182,195,162
OPM %,9%,11%,10%,12%,10%,11%,12%,10%,10%,9%,13%,13%,11%
Other Income+,8,13,3,3,3,12,5,27,5,22,9,554,565
Interest,35,48,45,46,43,54,77,76,66,77,74,71,60
Depreciation,8,12,10,11,11,12,18,20,17,16,14,15,16
Profit before tax,38,62,45,153,100,132,100,57,78,72,103,663,650
Tax %,37%,33%,35%,35%,34%,35%,27%,26%,26%,23%,25%,16%,
Net Profit+,24,42,29,100,66,86,73,42,58,56,78,558,549
EPS in Rs,4.97,8.59,6.01,20.57,13.64,17.82,15.15,8.67,11.93,11.50,14.74,105.93,104.18
Dividend Payout %,24%,17%,27%,17%,25%,20%,13%,23%,17%,17%,10%,5%,
