Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"2,549","3,420","5,531","4,774","5,499","5,172","8,125","7,242","6,390","8,315","7,877","7,349","7,795"
Expenses+,"1,829","2,426","4,464","3,855","4,222","3,718","5,769","5,308","4,872","6,227","5,379","4,833","5,185"
Operating Profit,720,994,"1,068",920,"1,277","1,454","2,356","1,934","1,517","2,088","2,498","2,516","2,610"
OPM %,28%,29%,19%,19%,23%,28%,29%,27%,24%,25%,32%,34%,33%
Other Income+,97,99,288,99,82,232,161,"3,036","1,018",780,"1,560",386,385
Interest,229,321,346,316,566,723,"1,023",979,555,807,"1,219","1,334","1,372"
Depreciation,89,140,127,164,155,323,667,593,471,647,716,812,838
Profit before tax,500,631,882,539,638,640,827,"3,398","1,509","1,414","2,122",756,785
Tax %,35%,42%,26%,31%,33%,31%,34%,15%,20%,25%,23%,18%,
Net Profit+,321,367,653,373,425,442,549,"2,878","1,215","1,067","1,629",617,621
EPS in Rs,8.98,8.86,16.26,7.06,9.90,11.08,10.06,69.41,28.69,23.49,34.28,10.85,12.24
Dividend Payout %,17%,17%,7%,17%,12%,14%,15%,2%,5%,6%,5%,17%,
