Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"2,665","2,987","2,757","3,460","4,343","4,286","4,741","4,812","4,846","4,666","5,594","5,415","5,536"
Expenses+,"2,441","2,859","2,342","2,557","3,888","3,595","4,059","4,098","4,139","4,144","4,808","4,705","4,864"
Operating Profit,224,128,414,903,454,691,682,714,707,522,786,711,672
OPM %,8%,4%,15%,26%,10%,16%,14%,15%,15%,11%,14%,13%,12%
Other Income+,21,13,-130,-8,38,47,52,47,36,65,206,118,125
Interest,118,102,67,55,52,41,64,39,31,49,84,93,91
Depreciation,110,116,110,105,95,96,101,112,114,130,166,173,174
Profit before tax,17,-76,108,735,345,602,568,609,599,408,742,562,533
Tax %,52%,-24%,7%,19%,33%,4%,9%,21%,22%,30%,28%,22%,
Net Profit+,8,-58,100,593,232,576,519,480,465,284,534,437,418
EPS in Rs,0.35,-2.37,4.09,25.23,10.14,25.21,23.61,22.85,22.77,14.09,26.49,21.64,20.72
Dividend Payout %,0%,0%,0%,14%,25%,10%,11%,11%,11%,18%,11%,14%,
