Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,477,499,526,608,704,793,745,404,830,"1,310","1,211","1,107","1,050"
Expenses+,402,435,460,490,556,637,625,374,710,930,860,860,865
Operating Profit,76,64,65,118,148,156,119,30,120,380,351,247,185
OPM %,16%,13%,12%,19%,21%,20%,16%,7%,14%,29%,29%,22%,18%
Other Income+,3,1,1,3,3,9,9,1,4,-60,-12,3,7
Interest,22,21,20,21,25,29,31,28,70,71,44,40,43
Depreciation,19,13,14,15,19,25,32,35,46,45,48,54,60
Profit before tax,37,32,33,84,107,111,65,-32,8,203,248,155,89
Tax %,10%,21%,25%,30%,32%,30%,-10%,-60%,-74%,33%,26%,26%,
Net Profit+,34,25,25,59,73,78,72,-13,13,136,184,115,65
EPS in Rs,3.84,2.87,2.81,6.79,8.35,8.93,8.23,-1.46,1.54,15.60,21.07,13.20,7.43
Dividend Payout %,0%,3%,4%,3%,3%,6%,3%,0%,0%,19%,14%,23%,
