Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,263,290,303,232,318,335,313,269,302,662,701,498,630
Expenses+,233,252,265,238,315,322,306,237,272,518,550,420,542
Operating Profit,30,38,37,-6,3,12,7,32,31,144,151,78,89
OPM %,11%,13%,12%,-3%,1%,4%,2%,12%,10%,22%,22%,16%,14%
Other Income+,1,16,13,23,20,9,21,13,8,1,13,14,14
Interest,8,5,3,5,5,4,6,4,4,9,10,11,12
Depreciation,13,13,12,12,13,11,14,21,24,34,40,35,15
Profit before tax,10,35,35,0,5,6,8,21,10,103,114,46,75
Tax %,29%,27%,30%,-567%,72%,20%,38%,21%,28%,26%,25%,25%,
Net Profit+,7,26,25,2,1,5,5,16,7,76,85,35,55
EPS in Rs,2.73,9.67,9.32,0.62,0.47,1.84,1.78,6.19,2.82,28.83,32.44,13.14,20.85
Dividend Payout %,0%,10%,11%,0%,105%,27%,28%,16%,35%,2%,8%,11%,
