Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,514,599,604,699,999,875,827,818,926,"1,070",804,814,886
Expenses+,482,566,563,654,889,785,740,728,840,987,764,788,856
Operating Profit,33,33,40,44,110,90,87,91,86,83,40,25,30
OPM %,6%,5%,7%,6%,11%,10%,11%,11%,9%,8%,5%,3%,3%
Other Income+,0,5,5,11,20,21,19,8,6,2,3,5,7
Interest,8,10,10,11,9,7,11,16,17,15,9,9,8
Depreciation,5,0,5,6,9,11,15,22,19,19,15,15,15
Profit before tax,20,28,30,37,113,94,81,61,56,51,20,6,14
Tax %,34%,34%,35%,33%,30%,35%,25%,27%,27%,29%,25%,31%,
Net Profit+,13,18,19,25,79,61,61,44,41,36,15,4,9
EPS in Rs,6.71,7.65,8.03,10.47,25.31,19.46,19.40,14.17,13.14,11.48,4.67,1.24,2.94
Dividend Payout %,0%,0%,0%,10%,8%,10%,0%,14%,19%,22%,43%,161%,
