Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"2,239","2,435","2,508","3,208","3,457","2,781","2,557","2,834","2,979","2,960","2,856","3,294","3,536"
Expenses+,"2,050","2,225","2,293","2,969","3,165","2,587","2,340","2,616","2,745","2,643","2,490","2,872","3,112"
Operating Profit,189,210,216,239,292,194,217,219,234,318,366,422,423
OPM %,8%,9%,9%,7%,8%,7%,8%,8%,8%,11%,13%,13%,12%
Other Income+,17,7,8,11,8,8,40,14,32,-226,43,47,82
Interest,25,39,46,53,58,75,109,90,88,66,71,79,80
Depreciation,15,11,20,19,18,17,15,12,10,9,8,6,6
Profit before tax,166,167,157,179,224,110,132,130,168,17,330,384,420
Tax %,32%,34%,43%,37%,34%,19%,37%,23%,22%,35%,24%,23%,
Net Profit+,114,112,90,112,147,89,84,101,132,11,250,295,320
EPS in Rs,21.31,20.28,16.28,18.76,24.06,19.20,16.63,17.71,21.21,2.09,39.49,47.48,51.49
Dividend Payout %,19%,20%,25%,21%,17%,21%,0%,0%,0%,0%,0%,8%,
