Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,287,317,318,293,285,316,320,246,313,341,362,345,327
Expenses+,254,281,286,266,267,286,289,227,272,297,315,342,335
Operating Profit,33,37,31,27,18,30,30,19,41,44,47,3,-9
OPM %,11%,12%,10%,9%,6%,10%,10%,8%,13%,13%,13%,1%,-3%
Other Income+,1,2,43,8,9,15,7,17,16,15,58,30,29
Interest,4,3,2,1,1,1,1,1,1,1,0,1,1
Depreciation,11,15,9,8,8,7,8,8,9,9,7,7,8
Profit before tax,18,20,63,26,18,38,29,27,47,51,97,25,12
Tax %,32%,32%,24%,39%,45%,29%,34%,19%,25%,29%,22%,32%,
Net Profit+,13,14,48,16,10,27,19,22,35,36,75,17,6
EPS in Rs,22.02,24.00,84.10,27.96,17.24,46.68,33.59,38.79,61.78,63.38,132.15,30.14,11.02
Dividend Payout %,23%,23%,7%,20%,32%,13%,21%,15%,15%,14%,9%,17%,
