Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,17.33,16.40,15.15,15.43,13.60,10.54,10.97,9.66,10.06,12.06,16.12,22.47,30.50
Expenses+,19.84,18.21,14.86,15.36,13.39,10.28,9.45,7.31,7.68,9.66,13.43,18.78,25.36
Operating Profit,-2.51,-1.81,0.29,0.07,0.21,0.26,1.52,2.35,2.38,2.40,2.69,3.69,5.14
OPM %,-14.48%,-11.04%,1.91%,0.45%,1.54%,2.47%,13.86%,24.33%,23.66%,19.90%,16.69%,16.42%,16.85%
Other Income+,1.01,0.57,1.12,1.01,4.18,0.96,1.24,1.72,1.35,3.90,1.76,2.27,2.36
Interest,0.16,0.41,0.61,0.62,0.25,0.00,0.72,0.12,0.09,0.16,0.13,0.17,0.21
Depreciation,0.97,1.01,0.97,0.85,1.07,0.53,0.55,0.62,0.62,0.60,0.63,1.00,1.16
Profit before tax,-2.63,-2.66,-0.17,-0.39,3.07,0.69,1.49,3.33,3.02,5.54,3.69,4.79,6.13
Tax %,16.73%,-6.77%,258.82%,151.28%,22.80%,75.36%,55.03%,22.52%,28.81%,17.51%,27.37%,11.90%,
Net Profit+,-49.52,-155.79,-275.64,-145.56,2.38,0.18,0.67,2.57,2.15,4.57,2.69,4.22,5.17
EPS in Rs,-39.11,-124.12,-219.94,-116.15,1.90,0.14,0.53,2.04,1.71,3.63,2.14,3.35,4.11
Dividend Payout %,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,
