Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,45,32,28,35,30,25,126,199,258,279,286,305,290
Expenses+,3,6,6,4,4,3,11,7,7,7,10,14,16
Operating Profit,43,26,22,31,26,22,115,191,250,272,276,291,274
OPM %,94%,80%,78%,90%,87%,87%,91%,96%,97%,98%,96%,95%,95%
Other Income+,3,0,0,0,-2,0,0,1,0,1,0,2,5
Interest,0,0,0,0,0,19,43,52,59,65,74,88,108
Depreciation,0,0,0,1,1,0,0,0,0,0,0,0,0
Profit before tax,45,26,22,30,23,3,72,140,191,208,202,204,171
Tax %,8%,7%,6%,9%,12%,-294%,25%,24%,24%,25%,26%,26%,
Net Profit+,-61,-35,10,43,20,"2,017",175,97,201,246,166,98,62
EPS in Rs,-55.12,-31.52,8.79,38.50,120.69,"1,817.32",157.61,87.30,181.91,222.11,150.34,88.94,55.97
Dividend Payout %,-32%,-57%,203%,46%,15%,1%,11%,17%,8%,7%,10%,17%,
