Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"1,440","1,228",870,859,"2,748","6,591","2,145","1,254","2,201","2,463","2,393","2,158","2,205"
Expenses+,"1,193","1,046",733,778,"1,027","1,930","2,150","1,308","1,670","1,844","2,011","1,902","2,002"
Operating Profit,247,182,137,81,"1,721","4,662",-5,-53,530,619,382,255,203
OPM %,17%,15%,16%,9%,63%,71%,-0%,-4%,24%,25%,16%,12%,9%
Other Income+,-4,15,4,7,12,106,143,114,117,187,223,145,306
Interest,72,77,60,55,56,18,37,11,7,26,36,39,39
Depreciation,73,75,79,74,73,72,72,73,79,102,175,201,206
Profit before tax,97,44,1,-41,"1,605","4,677",29,-23,560,677,395,160,264
Tax %,11%,12%,886%,23%,33%,35%,-82%,-23%,23%,21%,21%,28%,
Net Profit+,81,36,4,-44,"1,099","3,026",68,-18,431,532,312,115,197
EPS in Rs,4.04,1.82,0.22,-2.21,55.02,156.80,3.50,-0.93,22.33,27.59,16.15,5.96,10.19
Dividend Payout %,30%,33%,0%,0%,29%,10%,143%,-65%,36%,31%,28%,30%,
