Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"1,084","1,292","1,357","1,411","1,685","2,279","2,599","3,238","3,765","4,512","4,506","4,482","4,512"
Expenses+,925,"1,082","1,081","1,112","1,406","1,895","2,073","2,382","3,038","3,597","3,648","3,534","3,579"
Operating Profit,159,210,276,299,278,384,526,856,727,915,858,948,933
OPM %,15%,16%,20%,21%,17%,17%,20%,26%,19%,20%,19%,21%,21%
Other Income+,4,3,5,35,27,75,90,26,13,12,2,41,32
Interest,20,32,37,32,33,28,27,26,23,56,106,103,100
Depreciation,30,53,58,72,76,105,137,151,159,184,207,226,241
Profit before tax,112,128,186,230,196,326,451,704,558,687,547,660,623
Tax %,33%,29%,33%,28%,32%,27%,26%,22%,26%,25%,26%,24%,
Net Profit+,75,91,123,165,133,236,335,549,413,517,405,502,480
EPS in Rs,3.71,4.45,5.68,7.19,5.22,9.30,13.19,22.18,16.64,21.34,16.72,20.68,19.77
Dividend Payout %,9%,11%,11%,13%,19%,11%,8%,7%,9%,7%,9%,7%,
