Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"15,885","17,204","14,873","10,346","10,270","10,337","10,357","10,200","12,622","16,789","15,421","14,887","14,695"
Expenses+,"15,200","15,305","12,777","8,249","6,926","8,538","8,411","8,693","10,317","12,969","12,574","12,934","12,748"
Operating Profit,686,"1,900","2,096","2,097","3,344","1,799","1,945","1,506","2,305","3,820","2,847","1,953","1,947"
OPM %,4%,11%,14%,20%,33%,17%,19%,15%,18%,23%,18%,13%,13%
Other Income+,-154,183,210,293,262,785,"6,480",254,486,218,-521,287,285
Interest,579,461,525,297,326,354,342,367,303,406,530,563,576
Depreciation,471,463,526,512,518,568,666,759,806,892,980,"1,123","1,138"
Profit before tax,-519,"1,159","1,255","1,580","2,763","1,661","7,416",634,"1,682","2,740",816,554,518
Tax %,56%,30%,20%,22%,2%,17%,3%,31%,16%,11%,47%,30%,
Net Profit+,-811,802,"1,006","1,234","2,702","1,387","7,228",436,"1,405","2,434",435,387,400
EPS in Rs,-40.50,23.41,30.24,38.98,95.49,45.37,274.97,10.06,49.37,90.93,10.52,9.22,8.63
Dividend Payout %,-25%,53%,33%,28%,23%,28%,4%,99%,25%,19%,143%,119%,
