Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,283,274,283,283,345,493,480,547,893,895,890,935,"1,010"
Expenses+,259,249,241,242,311,440,412,454,711,733,763,808,880
Operating Profit,23,25,42,41,33,52,68,92,182,162,128,127,131
OPM %,8%,9%,15%,14%,10%,11%,14%,17%,20%,18%,14%,14%,13%
Other Income+,1,1,1,2,7,2,1,2,2,3,3,2,3
Interest,15,14,15,11,9,11,13,13,15,17,20,28,30
Depreciation,8,7,7,7,8,9,12,14,16,18,18,23,26
Profit before tax,1,5,21,25,23,34,44,66,153,130,94,77,77
Tax %,259%,65%,23%,26%,27%,22%,24%,20%,19%,23%,23%,24%,
Net Profit+,-2,2,16,19,17,27,33,53,124,100,72,59,59
EPS in Rs,-0.42,0.36,3.24,3.71,3.36,5.25,6.51,10.46,24.49,19.72,14.15,11.58,11.53
Dividend Payout %,-20%,24%,3%,3%,4%,3%,6%,15%,8%,10%,14%,17%,
