Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,257,261,194,231,222,207,172,143,183,201,183,237,252
Expenses+,234,233,194,217,212,203,188,140,176,188,188,220,232
Operating Profit,23,28,-0,14,10,4,-16,3,7,13,-5,17,20
OPM %,9%,11%,-0%,6%,5%,2%,-9%,2%,4%,6%,-3%,7%,8%
Other Income+,1,0,7,-6,1,2,3,2,2,8,0,1,1
Interest,13,13,13,12,11,9,10,11,10,9,9,8,9
Depreciation,4,5,4,3,3,3,4,4,4,3,3,3,3
Profit before tax,8,11,-9,-8,-3,-7,-28,-10,-4,8,-16,7,10
Tax %,34%,36%,5%,-5%,18%,-5%,-46%,-89%,-46%,20%,-22%,22%,
Net Profit+,5,7,-10,-7,-3,-6,-15,-1,-2,7,-13,5,7
EPS in Rs,0.68,0.89,-1.20,-0.89,-0.37,-0.75,-1.81,-0.13,-0.27,0.80,-1.53,0.61,0.83
Dividend Payout %,24%,27%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
