Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,214,556,853,"1,155","1,341","1,797","1,529",880,"1,340","1,799","1,932","2,350","2,369"
Expenses+,200,493,739,952,"1,137","1,545","1,272",743,"1,122","1,441","1,598","1,969","1,996"
Operating Profit,15,63,115,203,204,251,257,136,218,357,334,381,373
OPM %,7%,11%,13%,18%,15%,14%,17%,15%,16%,20%,17%,16%,16%
Other Income+,2,7,7,11,25,36,25,29,13,4,30,73,77
Interest,4,15,32,42,40,49,65,70,67,89,96,93,95
Depreciation,2,9,16,65,67,89,114,90,99,136,101,95,97
Profit before tax,11,46,74,106,122,149,103,5,65,136,167,265,258
Tax %,62%,31%,34%,35%,35%,35%,12%,66%,27%,30%,28%,23%,
Net Profit+,4,32,49,69,80,97,91,2,48,95,120,204,197
EPS in Rs,10.21,64.85,84.84,17.16,11.72,14.33,13.41,0.23,7.03,14.04,14.22,23.94,23.03
Dividend Payout %,0%,0%,3%,3%,9%,7%,0%,0%,0%,0%,0%,0%,
