Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,612,650,786,912,904,976,883,827,877,"1,018","1,213","1,179","1,186"
Expenses+,549,593,719,849,834,905,816,764,816,948,"1,129","1,091","1,088"
Operating Profit,64,57,67,63,70,71,67,63,62,69,84,88,98
OPM %,10%,9%,9%,7%,8%,7%,8%,8%,7%,7%,7%,7%,8%
Other Income+,8,8,3,4,4,2,2,3,1,3,5,2,-4
Interest,45,43,40,38,41,44,44,46,43,44,56,59,63
Depreciation,6,6,7,7,7,7,8,8,9,9,10,9,9
Profit before tax,21,16,23,23,26,22,17,12,12,19,23,22,23
Tax %,26%,26%,25%,21%,28%,38%,31%,-19%,30%,32%,33%,30%,
Net Profit+,16,12,17,18,18,14,12,14,8,13,15,16,16
EPS in Rs,5.40,4.03,5.96,6.26,6.28,4.66,4.01,4.74,2.80,4.43,5.25,5.31,5.38
Dividend Payout %,22%,0%,8%,8%,8%,11%,12%,11%,18%,11%,10%,9%,
