Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,30,52,89,135,162,222,388,551,"1,798","1,060","1,432","1,159","1,139"
Expenses+,35,62,116,155,175,255,440,561,684,"1,168","1,456","1,177","1,187"
Operating Profit,-4,-10,-28,-20,-13,-33,-52,-10,"1,114",-107,-24,-19,-48
OPM %,-15%,-19%,-31%,-15%,-8%,-15%,-13%,-2%,62%,-10%,-2%,-2%,-4%
Other Income+,0,2,-0,2,7,0,1,1,3,-5,4,-179,-134
Interest,1,1,2,3,1,3,1,3,3,2,1,0,0
Depreciation,2,6,7,7,6,6,5,4,4,8,9,6,5
Profit before tax,-7,-15,-37,-28,-12,-42,-58,-16,"1,109",-122,-30,-204,-187
Tax %,-5%,-0%,-1%,2%,19%,3%,-9%,4%,22%,-19%,-119%,-34%,
Net Profit+,-6,-15,-37,-29,-15,-43,-52,-17,865,-99,6,-134,-148
EPS in Rs,-2.03,-4.68,-11.51,-9.00,-3.73,-11.81,-12.19,-3.27,197.05,-22.70,2.79,-28.66,-31.04
Dividend Payout %,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,
