Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,118,123,130,87,16,20,25,13,16,24,21,40,41
Expenses+,32,37,37,42,26,25,18,12,16,21,17,27,27
Operating Profit,86,87,93,45,-9,-5,7,1,-0,3,4,13,14
OPM %,73%,70%,71%,52%,-58%,-24%,27%,10%,-2%,13%,18%,33%,33%
Other Income+,6,8,3,2,1,0,5,1,1,3,3,-230,-230
Interest,9,8,3,6,7,8,0,0,0,0,0,0,0
Depreciation,2,2,32,38,42,43,42,42,42,41,39,27,18
Profit before tax,81,84,61,3,-57,-56,-30,-40,-41,-35,-32,-244,-235
Tax %,34%,5%,-60%,34%,1%,-36%,0%,0%,0%,0%,0%,-0%,
Net Profit+,54,80,98,2,-58,-36,-30,-40,-41,-35,-32,-244,-235
EPS in Rs,2.90,4.28,5.24,0.12,-3.11,-1.93,-1.63,-2.14,-2.22,-1.89,-1.70,-13.12,-12.61
Dividend Payout %,86%,70%,57%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
