Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,468,498,448,368,327,392,334,280,303,427,297,282,313
Expenses+,418,465,403,331,295,364,308,232,294,390,284,278,312
Operating Profit,50,34,44,38,31,28,27,48,9,36,13,4,0
OPM %,11%,7%,10%,10%,10%,7%,8%,17%,3%,8%,5%,1%,0%
Other Income+,21,16,22,25,21,25,27,15,14,13,14,16,16
Interest,1,0,0,0,1,0,0,1,0,0,0,0,0
Depreciation,11,5,4,5,5,5,5,5,5,5,6,3,3
Profit before tax,59,45,62,57,47,47,48,57,17,43,21,16,13
Tax %,26%,25%,34%,28%,17%,26%,3%,25%,16%,24%,18%,26%,
Net Profit+,44,33,41,41,39,34,46,43,15,33,18,12,10
EPS in Rs,4.70,3.59,4.38,5.12,4.80,4.29,5.76,5.34,1.81,4.09,2.18,1.47,1.26
Dividend Payout %,0%,28%,114%,29%,42%,58%,0%,0%,"1,380%",61%,92%,102%,
