Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,28.69,29.90,31.13,33.96,38.02,38.43,40.55,32.35,38.90,47.03,48.20,49.55,50.19
Expenses+,25.40,27.72,27.14,30.63,33.68,35.21,36.57,28.73,32.98,39.35,41.57,45.99,46.94
Operating Profit,3.29,2.18,3.99,3.33,4.34,3.22,3.98,3.62,5.92,7.68,6.63,3.56,3.25
OPM %,11.47%,7.29%,12.82%,9.81%,11.42%,8.38%,9.82%,11.19%,15.22%,16.33%,13.76%,7.18%,6.48%
Other Income+,0.39,0.46,0.58,0.68,0.91,0.68,0.21,0.84,0.88,1.15,1.31,1.31,1.20
Interest,0.04,0.10,0.16,0.15,0.18,0.21,0.24,0.14,0.21,0.20,0.20,0.48,0.42
Depreciation,3.54,4.76,4.44,3.44,3.37,3.06,2.50,2.33,2.50,2.98,3.73,3.01,2.78
Profit before tax,0.10,-2.22,-0.03,0.42,1.70,0.63,1.45,1.99,4.09,5.65,4.01,1.38,1.25
Tax %,60.00%,-10.81%,-400.00%,-7.14%,-2.35%,-12.70%,26.90%,21.11%,27.14%,27.79%,27.43%,46.38%,
Net Profit+,0.04,-1.98,0.10,0.44,1.75,0.71,1.06,1.57,2.98,4.08,2.91,0.74,0.65
EPS in Rs,0.02,-0.95,0.05,0.21,0.84,0.34,0.51,0.75,1.43,1.96,1.40,0.36,0.31
Dividend Payout %,0.00%,0.00%,0.00%,236.36%,59.43%,0.00%,0.00%,66.24%,34.90%,25.49%,0.00%,0.00%,
