Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Revenue+,578,816,"1,083","1,353","1,518","1,727","2,030","2,018","1,988","2,742","3,523","3,879","4,054"
Interest,423,611,744,884,981,"1,170","1,345","1,209","1,155","1,702","2,232","2,488","2,557"
Expenses+,46,65,83,95,107,89,158,182,189,205,323,301,326
Financing Profit,109,140,257,373,430,468,528,627,644,835,969,"1,089","1,171"
Financing Margin %,19%,17%,24%,28%,28%,27%,26%,31%,32%,30%,28%,28%,29%
Other Income+,0,1,1,1,4,4,0,0,1,1,1,1,1
Depreciation,2,4,3,4,3,3,9,10,10,12,13,13,15
Profit before tax,107,137,254,370,431,470,518,618,635,824,958,"1,077","1,157"
Tax %,29%,37%,38%,36%,34%,37%,27%,26%,26%,25%,22%,20%,
Net Profit+,76,86,157,235,286,297,376,456,471,621,751,857,921
EPS in Rs,5.69,6.48,11.80,17.68,21.49,22.29,28.25,34.25,35.38,46.65,56.38,64.37,69.19
Dividend Payout %,18%,22%,17%,11%,9%,9%,7%,6%,8%,8%,11%,19%,
