Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,270,243,214,154,142,158,139,115,117,114,171,125,119
Expenses+,267,232,208,152,134,145,131,118,113,99,167,124,120
Operating Profit,3,11,5,2,7,12,8,-3,3,15,4,1,-0
OPM %,1%,4%,3%,1%,5%,8%,6%,-3%,3%,13%,2%,1%,-0%
Other Income+,6,-191,2,-52,0,1,0,2,28,2,8,1,0
Interest,4,4,2,2,1,1,1,1,1,1,1,1,1
Depreciation,2,2,1,0,0,0,0,0,0,0,2,2,2
Profit before tax,3,-185,4,-52,6,12,7,-2,31,16,9,-1,-3
Tax %,-97%,5%,10%,12%,-18%,6%,11%,79%,2%,7%,15%,32%,
Net Profit+,6,-194,4,-58,7,12,6,-4,30,15,7,-1,-3
EPS in Rs,4.47,-114.35,2.18,-34.33,4.32,6.87,3.58,-2.17,17.92,8.77,2.85,-0.52,-1.14
Dividend Payout %,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,
