Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"5,821","6,117","6,281","6,715","7,800","8,536","5,891","5,631","7,078","5,690","6,084","5,732","6,087"
Expenses+,"5,051","5,338","5,460","5,770","6,846","7,610","5,942","5,283","6,372","5,126","5,300","5,015","5,289"
Operating Profit,770,779,820,945,954,926,-51,348,706,564,784,717,798
OPM %,13%,13%,13%,14%,12%,11%,-1%,6%,10%,10%,13%,13%,13%
Other Income+,-184,-35,34,59,163,275,75,116,611,"1,004",-43,16,11
Interest,468,469,491,459,479,514,692,746,558,469,419,433,454
Depreciation,205,244,297,301,339,313,347,351,337,236,243,253,269
Profit before tax,-86,31,67,243,299,374,"-1,014",-633,422,863,79,46,86
Tax %,-54%,-78%,27%,27%,26%,32%,-29%,-36%,22%,4%,46%,45%,
Net Profit+,-40,55,49,176,221,254,-719,-403,329,832,43,26,53
EPS in Rs,-0.90,1.25,1.06,3.68,4.42,4.82,-14.41,-7.97,5.48,13.69,0.68,0.50,0.84
Dividend Payout %,-58%,42%,49%,21%,24%,22%,0%,0%,0%,0%,0%,0%,
